"HGNC_Symbol","hiPSC_Neuron","BloodmRNA","DISC1_RNA","gandalMicro","gandalRNAseq","hiPSC_NPC1","MtSinaiACC","MtSinaiDLPFC","MtSinaiMTA","MtSinaiTPA","Stanley","CommonMind_DLPFC","Deep_Neurons","Superficial_Neurons","Superficial_Deep_Neurons","Lewis_2017_L3","Lewis_2017_L5","Lewis_2015_L3","Lewis_2015_L5","barnesAll","barnesFemale","barnesMale","Iwamoto_BA10_SCZ","Iwamoto_BA46_SCZ","MaycoxAll","MaycoxFemale","MaycoxMale","PietersenAllParvalbumin","PietersenAllPyramidal","PietersenFemaleParvalbumin","PietersenFemalePyramidal","PietersenMaleParvalbumin","PietersenMalePyramidal"
"ADO","-0.11, p=0.16079","0.13, p=0.29","0.25, p=0.35565","-0.05, p=0.02775","-0.06, p=0.00141","0.01, p=0.85026","0.11, p=0.48502","-0.09, p=0.43362","-0.24, p=0.02777","-0.14, p=0.25002","-0.07, p=0.02622","-0.01, p=0.3529","-0.02, p=0.73889","-0.03, p=0.67366","-0.05, p=0.609","-0.12, p=0.4498","0.04, p=0.80841","-0.08, p=0.47334","-0.35, p=0.00233","-0.14, p=0.11125","-0.13, p=0.33671","-0.16, p=0.18116","0.02, p=0.87062","-0.06, p=0.4129","0.01, p=0.49344","0.01, p=0.90588","0.01, p=0.26113","-0.89, p=0.2089","0.13, p=0.41634","-0.41, p=0.38223","0.04, p=0.53216","-1.36, p=0.1959","0.24, p=0.62063"
"JUN","-0.22, p=0.1641","0.73, p=0.165","-0.1, p=0.71218","-0.01, p=0.80853","-0.08, p=0.51795","0.02, p=0.88232","0.26, p=0.04771","-0.16, p=0.5916","-0.15, p=0.29915","-0.39, p=0.04875","0, p=0.8746","-0.04, p=0.254","0.09, p=0.2562","0.09, p=0.25285","0.18, p=0.12514","0.34, p=0.03996","0.46, p=0.00862","0.13, p=0.31236","0.32, p=0.01256","0.27, p=0.3997","0.01, p=0.58983","0.26, p=0.26258","0.18, p=0.24227","-0.11, p=0.32374","0.03, p=0.7961","-0.01, p=0.77435","0.1, p=0.67192","0.17, p=0.8077","0.06, p=0.72668","0.53, p=0.54462","0.34, p=0.63818","-0.2, p=0.47268","-0.29, p=0.51879"
"TMCO1","-0.1, p=0.16476","-0.16, p=0.206","-0.72, p=0.0142","0.06, p=0.00457","0.01, p=0.59355","-0.01, p=0.87228","-0.04, p=0.82136","0.24, p=0.11065","-0.2, p=0.285","0.16, p=0.20968",NA,"-0.01, p=0.2044","-0.11, p=0.41449","-0.11, p=0.39469","-0.22, p=0.26039","-0.24, p=0.0662","-0.23, p=0.09532","-0.21, p=0.05357","-0.41, p=0.00022","-0.04, p=0.71803","0.02, p=0.84333","-0.08, p=0.56851","0.06, p=0.62534","0, p=0.21893","-0.02, p=0.4714","0, p=0.50171","-0.04, p=0.59354","0.26, p=0.56905","0.04, p=0.82678","0.06, p=0.64176","-0.21, p=0.73352","0.45, p=0.623","0.35, p=0.72988"
"TSPAN4","0.12, p=0.16488","-1.18, p=0.00157","-1.32, p=0.00056","-0.03, p=0.12354","0.04, p=0.2126","-0.03, p=0.76262","-0.16, p=0.4557","0.14, p=0.30817","0.07, p=0.75639","0.06, p=0.76211","0.06, p=0.10813","-0.01, p=0.8267","0.01, p=0.88535","0, p=0.9798","0.01, p=0.90968","-0.05, p=0.34633","-0.04, p=0.50628","0.05, p=0.7002","0.04, p=0.77622","0, p=0.89945","0.06, p=0.73611","0, p=0.766","0.14, p=0.50812","0.01, p=0.11593","-0.14, p=0.34939","0.14, p=0.73102","-0.32, p=0.19937","-0.28, p=0.26289","0.18, p=0.63549","-0.46, p=0.1124","0.11, p=0.82669","-0.1, p=0.88368","0.26, p=0.66454"
"HSPA1A","-0.75, p=0.1664","0.01, p=0.96","0.49, p=0.18371","0.04, p=0.53583","0.03, p=0.8836","-0.03, p=0.9654","0.08, p=0.85441","0.21, p=0.7083","0.25, p=0.35595","-0.3, p=0.42867","-0.07, p=0.14643","0.01, p=0.8616","0.25, p=0.68339","0.23, p=0.70948","0.48, p=0.59775","0.3, p=0.05605","0.56, p=0.00101","0.26, p=0.00611","0.28, p=0.00297","0.41, p=0.06828","0.76, p=0.04885","0.12, p=0.63697","-0.01, p=0.7579","0.07, p=0.31382","0.36, p=0.09275","0.94, p=0.00529","0.07, p=0.78375","-0.08, p=0.84329","0.28, p=0.65386","0.45, p=0.649","0.82, p=0.32319","-0.62, p=0.53003","-0.41, p=0.68451"
"RAD51C","-0.19, p=0.16698","-0.17, p=0.236","-0.74, p=0.13537","-0.06, p=0.01226","0, p=0.86232","-0.04, p=0.7638","0.02, p=0.87704","0.3, p=0.11713","0.13, p=0.29335","0.23, p=0.09771","-0.06, p=0.15361","0, p=0.8744","0.04, p=0.63224","0.04, p=0.64415","0.08, p=0.52482","-0.08, p=0.70933","-0.43, p=0.07355","-0.28, p=0.10529","-0.67, p=0.00014","-0.04, p=0.70344","-0.14, p=0.31765","0.03, p=0.87083","0.4, p=0.14452","-0.04, p=0.62346","-0.07, p=0.38798","-0.17, p=0.21482","-0.05, p=0.63834","-0.63, p=0.43129","-0.75, p=0.26787","-0.67, p=0.52591","-1, p=0.29941","-0.59, p=0.35749","-0.44, p=0.66254"
"ITGAE","-0.12, p=0.1676","0.66, p=0.114","-0.09, p=0.8026","-0.02, p=0.14478","-0.03, p=0.38768","-0.01, p=0.87407","-0.1, p=0.29226","0.17, p=0.31582","0.08, p=0.33091","0.09, p=0.28188","-0.06, p=0.35334","-0.05, p=0.02452","0.03, p=0.70524","0.03, p=0.75202","0.06, p=0.63899","-0.67, p=0.01306","-0.66, p=0.02065","-0.33, p=0.00933","-0.34, p=0.00743","-0.02, p=0.77018","0.02, p=0.86301","-0.05, p=0.57956","0.12, p=0.45915","0.03, p=0.70433","-0.03, p=0.57278","-0.01, p=0.87039","-0.03, p=0.75876","-0.3, p=0.64139","-0.26, p=0.67013","-0.28, p=0.77796","-0.49, p=0.59085","-0.32, p=0.7384","0.02, p=0.98212"
"EGFR","-0.58, p=0.17097","0.11, p=0.556","0.05, p=0.85485","0.15, p=0.00383","-0.1, p=0.00678","-0.5, p=0.27694","0.42, p=0.2701","0.2, p=0.29891","-0.36, p=0.19485","-0.17, p=0.51881","0.02, p=0.22826","-0.04, p=0.2091","-0.03, p=0.67467","-0.03, p=0.73051","-0.06, p=0.60568","0.15, p=0.4053","0.09, p=0.63291","0.25, p=0.11113","0.18, p=0.25236","0.45, p=0.47179","0.03, p=0.41961","-0.1, p=0.3889","0.25, p=0.45518","0.11, p=0.30664","0.01, p=0.61878","0, p=0.63447","0, p=0.65906","0.37, p=0.3667","-0.48, p=0.36343","0.25, p=0.43237","0.16, p=0.41863","0.49, p=0.46858","-1.29, p=0.19701"
"PRR7","-0.14, p=0.17356","0.07, p=0.601","0.15, p=0.752","-0.04, p=0.04067","-0.05, p=0.22723","-0.03, p=0.78598","0.26, p=0.07803","0.47, p=0.05481","0.55, p=0.01951","0.22, p=0.22776","0.05, p=0.27629","0.01, p=0.6909","0.01, p=0.95302","0.01, p=0.9351","0.01, p=0.92409","-0.02, p=0.81794","0.19, p=0.03334","0.01, p=0.79909","0.01, p=0.82997","-0.05, p=0.65415","0.01, p=0.97601","-0.09, p=0.5416",NA,"-0.05, p=0.73406","-0.13, p=0.11736","-0.34, p=0.02117","0.05, p=0.66771","-0.39, p=0.56325","0.09, p=0.88195","-0.7, p=0.47019","0.6, p=0.49007","-0.09, p=0.77967","-0.53, p=0.58496"
"SLC25A4","-0.14, p=0.17372","0.08, p=0.713","0.47, p=0.04983","-0.08, p=0.00322","-0.03, p=0.29696","-0.02, p=0.86511","0.34, p=0.08986","-0.12, p=0.4265","0.26, p=0.18052","0.23, p=0.23504","-0.07, p=0.31108","0, p=0.8261","0.1, p=0.46833","0.11, p=0.44821","0.21, p=0.31621","-0.22, p=0.00095","-0.14, p=0.04236","-0.01, p=0.81609","-0.08, p=0.08816","-0.1, p=0.5515","-0.14, p=0.57417","-0.09, p=0.71236","0.09, p=0.30458","-0.09, p=0.52183","0.08, p=0.42967","-0.04, p=0.6738","0.1, p=0.46269","-0.06, p=0.58927","-0.07, p=0.79389","-0.01, p=0.78684","-0.71, p=0.46395","-0.11, p=0.64684","0.73, p=0.39401"
"FKBP4","-0.17, p=0.17602","0.97, p=0.00871","0.69, p=0.01184","-0.01, p=0.73741","-0.02, p=0.66805","0.03, p=0.8212","0.29, p=0.09572","0.31, p=0.29837","0.04, p=0.77838","0.08, p=0.58989","-0.09, p=0.08552","-0.02, p=0.3385","0.09, p=0.52451","0.07, p=0.64076","0.15, p=0.45689","-0.04, p=0.70019","-0.23, p=0.05516","-0.13, p=0.16652","-0.26, p=0.00779","0.43, p=0.23864","0.52, p=0.33658","0.2, p=0.44769","-0.08, p=0.37654","-0.28, p=0.03091","0.27, p=0.08522","0.35, p=0.14117","0.19, p=0.40507","-0.27, p=0.68414","0.84, p=0.20963","-0.18, p=0.71721","0.53, p=0.52194","-0.36, p=0.58186","1.22, p=0.23123"
"EIF5","-0.16, p=0.17664","0.15, p=0.568","-0.21, p=0.31878","-0.02, p=0.22631","-0.04, p=0.07135","0.02, p=0.84259","0.16, p=0.30875","-0.05, p=0.76753","0.02, p=0.91841","-0.07, p=0.69291","-0.09, p=0.00315","-0.03, p=0.04545","-0.09, p=0.56681","-0.09, p=0.54791","-0.18, p=0.42738","-0.02, p=0.71468","-0.12, p=0.07285","-0.06, p=0.15126","-0.08, p=0.0553","-0.08, p=0.55329","-0.08, p=0.59723","-0.13, p=0.4965","0.21, p=0.26524","-0.07, p=0.3865","0.02, p=0.75353","-0.04, p=0.68079","0.05, p=0.61353","-0.34, p=0.50151","0.16, p=0.78841","0.18, p=0.73507","0.27, p=0.80254","-0.86, p=0.37439","0.02, p=0.7985"
"SYPL1","-0.13, p=0.17723","0.02, p=0.921","-1.16, p=0.00628","0.06, p=0.1556","0.02, p=0.47151","0.05, p=0.63101","-0.2, p=0.34227","0.18, p=0.76191","-0.17, p=0.43414","-0.32, p=0.10054","0.01, p=0.83289","-0.02, p=0.214","-0.01, p=0.92847","-0.01, p=0.93746","-0.01, p=0.90941","0.06, p=0.84423","-0.06, p=0.85669","0.05, p=0.68456","-0.14, p=0.21816","-0.22, p=0.07493","-0.04, p=0.62858","-0.36, p=0.03418","-0.31, p=0.07841","-0.02, p=0.40079","-0.02, p=0.57493","0.04, p=0.82423","-0.04, p=0.45175","0.37, p=0.59635","0.03, p=0.3103","0.49, p=0.45782","0.73, p=0.22701","0.25, p=0.64794","-0.84, p=0.38209"
"ACAT2","0.25, p=0.1799","0.03, p=0.827","0.41, p=0.33303","-0.13, p=3e-05","-0.18, p=0.00537","0.03, p=0.86696","0.18, p=0.27145","0.09, p=0.41989","0.07, p=0.55454","0.11, p=0.34477","-0.06, p=0.05414","-0.06, p=0.01913","0.17, p=0.22222","0.17, p=0.24139","0.33, p=0.1078","-0.27, p=0.00266","-0.33, p=0.00057","-0.67, p=0","-0.6, p=3e-05","-0.3, p=0.11169","-0.43, p=0.10935","-0.22, p=0.39955","-0.22, p=0.17439","-0.11, p=0.33826","-0.08, p=0.50764","-0.21, p=0.25861","-0.09, p=0.61703","-0.78, p=0.3395","-0.69, p=0.39486","-0.79, p=0.49786","-0.43, p=0.71997","-0.76, p=0.49555","-1.03, p=0.32464"
"RAB4A","-0.08, p=0.18102","0.02, p=0.866","0.08, p=0.74253","0.02, p=0.30635","0, p=0.78656","0.05, p=0.38209","0.05, p=0.61706","0, p=0.98187","0.17, p=0.07156","0.24, p=0.0194","-0.04, p=0.07661","-0.02, p=0.174","-0.04, p=0.60807","-0.05, p=0.54736","-0.09, p=0.45051","-0.04, p=0.73891","-0.01, p=0.90748","-0.07, p=0.41493","-0.31, p=0.00025","-0.04, p=0.66216","-0.01, p=0.70819","-0.06, p=0.56632","-0.05, p=0.56304","0.09, p=0.09239","0, p=0.91952","-0.06, p=0.57537","0.06, p=0.55339","0.4, p=0.27922","-0.44, p=0.45764","-0.2, p=0.83194","0.84, p=0.48982","1, p=0.07721","-0.9, p=0.36651"
"RNF167","-0.09, p=0.18291","-0.14, p=0.285","-0.16, p=0.44485","-0.03, p=0.00922","0.03, p=0.09961","-0.06, p=0.4314","0.11, p=0.38888","-0.04, p=0.74344","0.1, p=0.45157","-0.01, p=0.96375","0, p=0.98124","0.02, p=0.1604","0.03, p=0.70788","0.03, p=0.70492","0.05, p=0.61017","-0.14, p=0.54216","-0.13, p=0.57437","0.09, p=0.28305","0.02, p=0.77452","-0.12, p=0.38372","-0.07, p=0.74509","-0.18, p=0.22812","-0.03, p=0.75082","-0.12, p=0.36984","-0.12, p=0.1375","-0.02, p=0.82177","-0.18, p=0.11965","-0.21, p=0.77023","0.52, p=0.40626","-0.19, p=0.85404","0.29, p=0.73826","-0.23, p=0.82904","0.82, p=0.41944"
"PSMD10","-0.14, p=0.18427","-0.07, p=0.675","0.32, p=0.15684","0.01, p=0.45717","0.01, p=0.73795","0, p=0.96223","0.15, p=0.08933","0.03, p=0.66973","0.01, p=0.90219","0.02, p=0.79497","-0.05, p=0.27416","0.01, p=0.497",NA,NA,NA,"0.21, p=0.19018","0.04, p=0.83067","-0.16, p=0.08853","-0.19, p=0.04293","-0.07, p=0.42425","-0.07, p=0.5748","-0.08, p=0.52409","0.04, p=0.78216","0.12, p=0.12046","-0.04, p=0.14501","-0.07, p=0.3284","-0.04, p=0.4736","0.49, p=0.42562","0.12, p=0.70388","0.45, p=0.59873","0.46, p=0.58491","0.54, p=0.58767","-0.3, p=0.41046"
"TESK1","-0.11, p=0.18571","0.26, p=0.167","0.43, p=0.05193","-0.06, p=9e-05","0, p=0.89189","-0.13, p=0.12472","-0.14, p=0.28121","0.24, p=0.04306","0.31, p=0.03164","0.27, p=0.03036","0.01, p=0.83847","0.02, p=0.2068","0, p=0.98663","-0.02, p=0.88234","-0.02, p=0.90999","0.29, p=0.13033","0.11, p=0.5943","0.14, p=0.29034","0.08, p=0.573","0.09, p=0.15796","0.07, p=0.51992","0.11, p=0.17899","0.11, p=0.26676","-0.04, p=0.56875","-0.04, p=0.63789","0, p=0.98937","-0.01, p=0.90661","-0.33, p=0.60993","0.22, p=0.70668","-0.1, p=0.91764","0.08, p=0.92326","-0.56, p=0.56515","0.4, p=0.68698"
"BAMBI","0.51, p=0.18615",NA,"-5.19, p=0","-0.01, p=0.71508","-0.05, p=0.21245","0.37, p=0.36835","-0.23, p=0.21391","-0.06, p=0.7088","-0.02, p=0.89768","-0.13, p=0.30542","0, p=0.95604","0, p=0.9233","-0.09, p=0.22528","-0.1, p=0.1908","-0.19, p=0.09006","0.09, p=0.36721","-0.1, p=0.37637","-0.11, p=0.36383","-0.03, p=0.82071","-0.04, p=0.70698","0.15, p=0.38123","-0.21, p=0.22467","-0.34, p=0.07269","-0.04, p=0.73946","-0.07, p=0.57208","0.26, p=0.24919","-0.21, p=0.14631","-0.27, p=0.76264","-0.07, p=0.9159","-1.21, p=0.32977","0.37, p=0.63461","0.68, p=0.55676","-0.61, p=0.55601"
"CRKL","-0.08, p=0.18833","-0.02, p=0.907","0.03, p=0.88467","-0.03, p=0.0626","-0.02, p=0.42871","0.05, p=0.45195","0.11, p=0.60011","-0.07, p=0.72047","-0.18, p=0.38038","-0.04, p=0.85482","-0.03, p=0.34466","-0.03, p=0.00508","0.1, p=0.23695","0.1, p=0.2445","0.21, p=0.11453","-0.02, p=0.87806","0.14, p=0.35629","0.02, p=0.88109","0.02, p=0.87349","-0.07, p=0.49365","-0.14, p=0.38908","-0.01, p=0.91366","-0.42, p=0.12175","-0.09, p=0.44758","0.01, p=0.89326","-0.07, p=0.52818","0.05, p=0.63737","-0.13, p=0.56891","0.24, p=0.69119","0.3, p=0.80874","0.14, p=0.69827","-0.57, p=0.33812","0.35, p=0.72753"
"UTP14A","-0.16, p=0.1891","-0.02, p=0.845","-0.15, p=0.48451","-0.01, p=0.47194","-0.01, p=0.73451","0.03, p=0.82127","-0.1, p=0.51759","0.26, p=0.53288","-0.07, p=0.50837","0.03, p=0.86917","-0.02, p=0.33478","-0.04, p=0.09112",NA,NA,NA,"0.27, p=0.27639","-0.39, p=0.14224","0.07, p=0.71975","0.2, p=0.20334","0.16, p=0.07118","-0.15, p=0.24373","0.24, p=0.05136",NA,"-0.12, p=0.68538","0.13, p=0.39322","0.24, p=0.27255","0.1, p=0.14222","0.32, p=0.67967","0.05, p=0.73682","0.39, p=0.45723","-0.19, p=0.61359","0.25, p=0.5371","0.35, p=0.72285"
"EAPP","-0.09, p=0.18951","-0.13, p=0.408","-0.45, p=0.20534","0, p=0.86995","-0.03, p=0.17394","0, p=0.99425","0.09, p=0.29484","-0.16, p=0.08224","-0.13, p=0.12882","-0.12, p=0.23425","-0.05, p=0.17805","-0.01, p=0.293","0.04, p=0.64617","0.05, p=0.64328","0.09, p=0.53273","-0.36, p=0.16058","-0.31, p=0.25215","-0.29, p=0.04315","-0.47, p=0.00126","0.01, p=0.89887","-0.01, p=0.96896","0.02, p=0.8742","0.27, p=0.18086","0.02, p=0.83647","-0.01, p=0.88839","-0.08, p=0.59731","0.03, p=0.71673","-0.89, p=0.27752","0.04, p=0.67222","-0.36, p=0.7114","0.23, p=0.62507","-1.43, p=0.23356","-0.19, p=0.85356"
"PLSCR1","-0.26, p=0.19411","-0.29, p=0.415","0.02, p=0.97301","0.13, p=0.0153","0.2, p=0.00076","-0.03, p=0.86538","-1.05, p=0.03326","-0.52, p=0.05371","-0.65, p=0.14218","-0.94, p=0.05587","0.04, p=0.09158","0.02, p=0.5807","-0.05, p=0.54117","-0.05, p=0.51713","-0.1, p=0.39468","0.36, p=0.21064","-0.52, p=0.08781","-0.02, p=0.90348","-0.22, p=0.18921","0.6, p=0.09313","0.75, p=0.14594","0.53, p=0.30222","0.8, p=0.03824","0.18, p=0.48636","0.16, p=0.18596","0.07, p=0.08502","0.33, p=0.34315","-0.09, p=0.71433","-0.6, p=0.31285","0.44, p=0.68134","-0.19, p=0.52149","-0.62, p=0.50718","-1.11, p=0.26113"
"CIAPIN1","-0.09, p=0.1947","-0.01, p=0.92","-0.33, p=0.10881","-0.06, p=0.00059","-0.04, p=0.18046","0.03, p=0.66037","0.3, p=0.08815","0.05, p=0.73276","0.06, p=0.72006","0.17, p=0.27632",NA,"-0.02, p=0.06466","0.03, p=0.81221","0.03, p=0.7863","0.06, p=0.73031","-0.39, p=0.14463","-0.04, p=0.89037","-0.11, p=0.3043","-0.26, p=0.01984","-0.09, p=0.51602","-0.09, p=0.24617","-0.09, p=0.54943","0.06, p=0.5952","-0.05, p=0.62845","-0.05, p=0.56236","-0.11, p=0.41131","-0.03, p=0.61967","-1.38, p=0.08178","0.23, p=0.73496","-0.68, p=0.44298","0.92, p=0.18741","-2.07, p=0.10478","-0.64, p=0.1144"
"SMNDC1","-0.11, p=0.19501","-0.41, p=0.0584","-0.19, p=0.47819","0.06, p=0.04185","0.05, p=0.21268","0.02, p=0.83176","0.09, p=0.4514","0.2, p=0.50542","-0.25, p=0.02698","-0.19, p=0.1241","-0.02, p=0.46781","-0.01, p=0.5354","0.29, p=0.09803","0.21, p=0.17527","0.57, p=0.03052","-0.34, p=0.03053","-0.18, p=0.26354","-0.1, p=0.31279","-0.4, p=0.00011","0, p=0.97964","-0.16, p=0.56934","0.13, p=0.2506","-0.09, p=0.54259","0.07, p=0.45219","0.06, p=0.39711","0.12, p=0.2985","0.06, p=0.58718","0.17, p=0.59663","0.06, p=0.93184","0.12, p=0.58644","0.38, p=0.66761","0.22, p=0.83711","-0.35, p=0.72731"
"ARHGEF12","0.08, p=0.19801",NA,"-0.24, p=0.20949","0, p=0.82451","-0.02, p=0.21914","-0.02, p=0.76845","0.35, p=0.013","-0.14, p=0.28179","-0.08, p=0.41035","0.05, p=0.60829","0, p=0.80788","-0.02, p=0.01408","-0.02, p=0.86062","-0.03, p=0.7781","-0.05, p=0.75592","-0.08, p=0.47947","0.05, p=0.68321","0.15, p=0.2929","0.28, p=0.06047","0.11, p=0.38848","0.22, p=0.33198","0.07, p=0.46357","0.03, p=0.80655","-0.02, p=0.20132","-0.05, p=0.45645","-0.15, p=0.4103","0.02, p=0.30869","-0.25, p=0.46189","0.1, p=0.52732","-0.16, p=0.42191","0.32, p=0.40291","-0.34, p=0.4408","-0.18, p=0.57521"
"MPC2","-0.11, p=0.199","0.11, p=0.593","-0.04, p=0.91563","-0.07, p=0.00147","-0.06, p=0.06098","-0.15, p=0.10064","0.27, p=0.03352","0.36, p=0.36665","0.12, p=0.28059","0.28, p=0.02775","-0.06, p=0.3165","0.01, p=0.2303","0.03, p=0.68971","0.03, p=0.74276","0.06, p=0.6231","-0.19, p=0.09922","-0.13, p=0.2848","-0.25, p=9e-05","-0.29, p=0","0, p=0.88738","-0.18, p=0.29116","0.14, p=0.35916","0.24, p=0.247","0, p=0.96741","-0.03, p=0.67472","-0.19, p=0.24669","0.02, p=0.69484","-0.55, p=0.4738","0.63, p=0.42454","-0.61, p=0.51898","0.82, p=0.43294","-0.48, p=0.65662","0.39, p=0.72007"
"CDC25B","0.17, p=0.20017","0.16, p=0.233","1.37, p=0.00018","-0.06, p=0.00124","-0.04, p=0.2683","0.11, p=0.38939","-0.14, p=0.41789","0.17, p=0.55963","-0.08, p=0.5193","-0.03, p=0.85035","-0.04, p=0.3742","-0.03, p=0.07278","0.07, p=0.46604","0.08, p=0.45262","0.15, p=0.31745","0.11, p=0.55659","-0.33, p=0.08694","-0.02, p=0.87433","-0.01, p=0.95111","-0.02, p=0.80075","-0.06, p=0.59354","0.01, p=0.9282","-0.12, p=0.49675","-0.21, p=0.0062","0.04, p=0.476","0.13, p=0.29932","0, p=0.98732","-0.29, p=0.67282","0.07, p=0.90189","-0.41, p=0.69626","0.32, p=0.69503","-0.18, p=0.85888","-0.24, p=0.81433"
"INPP1","-0.25, p=0.20167","0.09, p=0.718","0.48, p=0.38844","-0.02, p=0.49515","-0.03, p=0.24637","-0.32, p=0.13377","-0.2, p=0.30451","-0.3, p=0.11819","-0.19, p=0.25668","-0.34, p=0.01819","-0.02, p=0.6873","0, p=0.8856","0.03, p=0.73044","0.02, p=0.80477","0.06, p=0.68959","-0.26, p=0.22719","-0.64, p=0.00497","-0.21, p=0.09166","-0.29, p=0.02282","-0.25, p=0.0112","-0.22, p=0.19432","-0.28, p=0.02494","-0.2, p=0.16969","-0.1, p=0.30795","-0.1, p=0.17407","-0.21, p=0.10772","0, p=0.96549","-0.07, p=0.92774","-0.09, p=0.88103","0.83, p=0.40285","0.04, p=0.96429","-0.96, p=0.38171","-0.26, p=0.79345"
"CYCS","-0.13, p=0.20334","-0.03, p=0.768","0.2, p=0.42178",NA,"-0.1, p=0.16244","-0.06, p=0.56082","0.34, p=0.00519","0.04, p=0.72187","0.04, p=0.6531","0.14, p=0.12575","-0.02, p=0.67701","-0.01, p=0.5734","-0.05, p=0.81198","-0.09, p=0.68951","-0.15, p=0.66483","-0.13, p=0.16509","-0.17, p=0.06838","-0.15, p=0.00745","-0.2, p=0.00045","-0.05, p=0.56764","-0.05, p=0.41822","-0.06, p=0.66213","0.14, p=0.35155","0, p=0.96283","-0.02, p=0.78586","-0.09, p=0.49867","0.03, p=0.79661","-0.37, p=0.57719","-0.6, p=0.21622","0.27, p=0.53248","-0.22, p=0.28979","-1.01, p=0.10618","-1.08, p=0.29084"
"CALM3","-0.12, p=0.20622","-0.36, p=0.0029","0.7, p=0.02725","-0.04, p=0.04866","-0.02, p=0.51734","-0.09, p=0.35678","0.29, p=0.04812","-0.02, p=0.89291","0.2, p=0.34709","0.09, p=0.48963","-0.02, p=0.59036","0.02, p=0.2151","0.16, p=0.57877","0.14, p=0.6469","0.3, p=0.49387","0, p=0.97513","0.07, p=0.2201","0.07, p=0.22094","0.05, p=0.44442","0.02, p=0.7288","-0.02, p=0.63023","0.04, p=0.58447","-0.06, p=0.59551","-0.02, p=0.29994","-0.03, p=0.66051","-0.06, p=0.66106","-0.03, p=0.65445","-0.24, p=0.70692","0.27, p=0.63917","-0.13, p=0.84837","0.39, p=0.61226","-0.34, p=0.65984","0.11, p=0.69871"
"CAB39","-0.11, p=0.20747",NA,"0.04, p=0.82374","-0.03, p=0.28452","-0.02, p=0.20551","0.02, p=0.7898","0.25, p=0.08253","-0.19, p=0.06926","-0.09, p=0.48016","0.15, p=0.26793","-0.15, p=0.05709","-0.02, p=0.00842","0.12, p=0.29858","0.12, p=0.32814","0.23, p=0.17426","-0.13, p=0.00871","-0.1, p=0.06478","-0.06, p=0.38435","-0.18, p=0.00818","-0.03, p=0.89306","-0.28, p=0.58445","0.14, p=0.70266",NA,"-0.05, p=0.67449","0.06, p=0.6067","0.12, p=0.5529","-0.04, p=0.76313","-0.62, p=0.25554","-0.35, p=0.61211","-0.34, p=0.71035","0.7, p=0.42591","-0.9, p=0.24826","-1.66, p=0.11523"
"IER3","-0.31, p=0.20869","0.5, p=0.142",NA,"-0.02, p=0.51552","-0.02, p=0.76317","-0.17, p=0.5088","0.35, p=0.15879","-0.06, p=0.84777","0.03, p=0.90115","-0.08, p=0.77286","0.09, p=0.26443","-0.09, p=0.09982","0.07, p=0.50798","0.06, p=0.55663","0.13, p=0.39874","-0.45, p=0.29623","0.13, p=0.0975","-0.2, p=0.20803","0.04, p=0.81721","0.26, p=0.06756","0.16, p=0.50761","0.33, p=0.04505","0.21, p=0.26627","-0.1, p=0.33548","0.1, p=0.43627","0.28, p=0.10487","-0.01, p=0.94851","-0.28, p=0.75753","-0.33, p=0.6158","0.79, p=0.43408","-0.62, p=0.5072","-1.34, p=0.34869","0.04, p=0.96811"
"HSPD1","-0.17, p=0.21031","0.33, p=0.0793","-0.4, p=0.05616","0.04, p=0.17098","0.01, p=0.91587","-0.05, p=0.72248","0.21, p=0.20181","0.73, p=0.20132","0.23, p=0.12515","0.36, p=0.02523","-0.06, p=0.27948","-0.03, p=0.09934","-0.05, p=0.80302","-0.05, p=0.82539","-0.1, p=0.75058","0.12, p=0.06035","0.15, p=0.01871","-0.04, p=0.48388","-0.14, p=0.03172","0.57, p=0.48266","-0.35, p=0.35891","1.37, p=0.1418","0, p=0.98213","-0.14, p=0.1747","0.03, p=0.49864","-0.01, p=0.53066","0.03, p=0.61484","0, p=0.57796","-0.3, p=0.2918","-0.04, p=0.72877","0.29, p=0.20219","1.31, p=0.23694","-1.03, p=0.24399"
"PIK3C2B","0.16, p=0.21099",NA,"0.79, p=0.00275","0.03, p=0.37303","0.03, p=0.22726","0.05, p=0.67153","-0.1, p=0.57597","-0.41, p=0.00128","-0.67, p=0.00141","-0.64, p=0.02802","0.03, p=0.72643","-0.01, p=0.6502","0.03, p=0.67601","0.03, p=0.72907","0.06, p=0.60561","-0.43, p=0.11529","0.02, p=0.95221","-0.35, p=0.06666","-0.25, p=0.19226","-0.33, p=0.14084","-0.34, p=0.40922","-0.35, p=0.09835","-0.13, p=0.47236","0.02, p=0.83199","0.05, p=0.86911","0.25, p=0.65206","-0.11, p=0.73711","0.09, p=0.89421","-0.29, p=0.5895","0.24, p=0.80697","0.08, p=0.91214","-0.06, p=0.95648","-0.75, p=0.43737"
